Iteration,SampleCount,P_RADIUS,P_RADIUS_Weight
56,53,,
55,141,4.259721521739131,138
54,76,4.952154503571428,56
53,37,5.101671,30
52,23,3.9262028671169604,20
51,113,5.2638048997022215,108
50,98,4.925867375860627,26
49,140,7.941666994396338,26
48,149,7.671387531178519,40
47,213,7.197395301049759,63
46,152,6.503311966234515,118
45,64,6.646141070085296,30
44,1206,6.207466895964944,1203
43,149,2.543892556378774,11
42,617,3.5157595241405866,616
41,62,,
40,1,,
39,3,,
38,1,,
37,4,,
36,31,2.178553152913313,28
35,3,,
34,13,1.0282722929163386,4
33,16,9.328269015759968,1
32,10,2.7869031954579953,6
31,56,3.054941752507037,27
30,7,,
29,7,2.1524694118380734,4
28,6,2.643386495280116,2
27,12,2.4543898001528883,6
26,7,3.327730440874654,1
25,65,3.608624524670227,14
24,2,,
23,3,,
19,1,,
16,1,,
