Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,50,0.6213678261594784,49
55,152,0.24224602288153932,145
54,69,0.2896087739824688,56
53,36,0.3213245935313033,29
52,27,0.2961880473368257,23
51,112,0.21664729240060346,110
50,91,0.28629345110443083,76
49,137,0.26921445766985364,131
48,144,0.2588328509678196,133
47,216,0.26644139891381224,200
46,166,0.28870302278301624,151
45,58,0.3325531843317054,38
44,1212,0.20257059167812175,1209
43,145,0.23471319526321474,11
42,598,,
41,81,0.48399395157840597,4
40,1,,
39,3,,
38,1,,
37,7,0.10186829242916895,2
36,25,,
35,6,,
34,13,,
33,16,,
32,11,0.5743811827231944,1
31,56,0.20643491427150237,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
