Iteration,SampleCount,S_HZ_CON1_MAX,S_HZ_CON1_MAX_Weight
56,44,0.4168099512532108,43
55,159,0.7552742416356923,146
54,69,0.2744374253889982,57
53,38,0.19930149672313902,32
52,23,0.22336444113724707,22
51,115,0.10419638087920353,112
50,90,0.23338729308142822,77
49,130,0.17433366298023517,125
48,150,0.18443028811495965,133
47,211,0.1743545644411652,195
46,173,0.14308081268466347,153
45,56,0.2163185190677634,38
44,1208,0.10274462381677209,1205
43,148,0.07504688026557775,10
42,613,0.1149248137619521,612
41,66,0.2614839096708607,3
40,2,,
39,3,,
38,1,,
37,7,0.0045081601324712395,2
36,23,,
35,8,,
34,13,,
33,16,,
32,12,0.10169506929081074,2
31,56,0.02969111986961118,29
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
