Column,Mean_Error
P_MASS,52549402425.95414
P_RADIUS,3.5636456356718287
P_GRAVITY,55420.499296940565
P_DENSITY,3.775393700953327
P_ESI,1.2629169773181358e+17
P_RADIUS_EST,4.349942557387451
P_MASS_EST,231.44782360863076
P_SEMI_MAJOR_AXIS_EST,0.36341715885140247
P_ESCAPE,26.15153702226145
P_POTENTIAL,4851.911692508219
P_HILL_SPHERE,939651.4269174902
P_DISTANCE_EFF,0.3645539356283293
P_PERIOD,5140.902640354914
P_SEMI_MAJOR_AXIS,1553.8861060888637
P_ECCENTRICITY,523.7633695558646
P_INCLINATION,215.01549157028182
P_OMEGA,15684.04412940476
P_TPERI,1.1874129530730614e+16
P_ANGULAR_DISTANCE,492.2380193517402
P_IMPACT_PARAMETER,20106716236.96407
P_DISTANCE,0.1603548203497765
P_PERIASTRON,0.5841256645668317
P_APASTRON,0.30573951451753645
P_FLUX,778.1563720886542
P_TEMP_EQUIL,696053.6794009035
S_TEMPERATURE,89108784041.83899
S_MASS,15.556957001085385
S_RADIUS,8.941044937644604
S_AGE,2195.1156199405914
S_LOG_G,4265858.364888388
S_RADIUS_EST,0.14158061111244857
S_DISTANCE,8078647599.889056
S_MAG,983.3401009562962
S_METALLICITY,0.514156933873491
S_LUMINOSITY,55.53137732033184
S_HZ_OPT_MIN,0.9952326327611485
S_HZ_OPT_MAX,0.5741470572468655
S_HZ_CON_MIN,0.31771275425887163
S_HZ_CON_MAX,0.5527526026768651
S_HZ_CON0_MIN,0.13069624824388493
S_HZ_CON0_MAX,0.16819163853420396
S_HZ_CON1_MIN,0.035848356066127914
S_HZ_CON1_MAX,909355.1332684713
S_SNOW_LINE,1304.2929849855334
S_ABIO_ZONE,52003.07997200239
S_TIDAL_LOCK,14976101.721953636
